CustomerID,ChurnStatus,ChurnReason
C2422,Churned,Pricing
C2423,Churned,Pricing
C2424,Active,Other
C2425,Active,Service Quality
C2426,Active,Other
C2427,Active,Pricing
C2428,Active,Pricing
C2429,Active,Pricing
C2430,Churned,Other
C2431,Active,Other
C2432,Active,Service Quality
C2433,Active,Pricing
C2434,Active,Pricing
C2435,Active,Other
C2436,Active,Pricing
C2437,Active,Service Quality
C2438,Churned,Other
C2439,Active,Service Quality
C2440,Active,Service Quality
C2441,Active,Competitor
C2442,Active,Other
C2443,Active,Pricing
C2444,Active,Service Quality
C2445,Active,Competitor
C2446,Active,Pricing
C2447,Churned,Service Quality
C2448,Active,Competitor
C2449,Active,Pricing
C2450,Active,Service Quality
C2451,Active,Service Quality
C2452,Active,Service Quality
C2453,Active,Competitor
C2454,Active,Competitor
C2455,Active,Pricing
C2456,Active,Pricing
C2457,Active,Competitor
C2458,Churned,Other
C2459,Active,Competitor
C2460,Churned,Other
C2461,Active,Other
C2462,Active,Pricing
C2463,Active,Service Quality
C2464,Churned,Other
C2465,Active,Service Quality
C2466,Active,Pricing
C2467,Active,Competitor
C2468,Active,Competitor
C2469,Active,Other
C2470,Active,Pricing
C2471,Active,Service Quality
C2472,Active,Other
C2473,Active,Service Quality
C2474,Active,Service Quality
C2475,Active,Service Quality
C2476,Active,Pricing
C2477,Active,Service Quality
C2478,Active,Service Quality
C2479,Active,Pricing
C2480,Active,Competitor
C2481,Churned,Pricing
C2482,Active,Competitor
C2483,Active,Pricing
C2484,Active,Other
C2485,Active,Service Quality
C2486,Active,Competitor
C2487,Active,Service Quality
C2488,Churned,Pricing
C2489,Active,Competitor
C2490,Churned,Pricing
C2491,Churned,Other
C2492,Active,Other
C2493,Active,Service Quality
C2494,Active,Pricing
C2495,Churned,Competitor
C2496,Active,Pricing
C2497,Active,Other
C2498,Active,Competitor
C2499,Active,Competitor
C2500,Churned,Other
C2501,Churned,Other
C2502,Active,Service Quality
C2503,Active,Competitor
C2504,Active,Other
C2505,Active,Service Quality
C2506,Churned,Service Quality
C2507,Active,Pricing
C2508,Active,Pricing
C2509,Active,Service Quality
C2510,Churned,Other
C2511,Active,Pricing
C2512,Active,Other
C2513,Churned,Other
C2514,Active,Other
C2515,Active,Service Quality
C2516,Active,Pricing
C2517,Active,Other
C2518,Active,Service Quality
C2519,Active,Pricing
C2520,Active,Service Quality
C2521,Active,Other
C2522,Active,Pricing
C2523,Active,Pricing
C2524,Active,Pricing
C2525,Active,Pricing
C2526,Active,Other
C2527,Active,Service Quality
C2528,Active,Other
C2529,Active,Other
C2530,Active,Pricing
C2531,Active,Competitor
C2532,Active,Pricing
C2533,Active,Service Quality
C2534,Active,Service Quality
C2535,Active,Competitor
C2536,Churned,Competitor
C2537,Active,Pricing
C2538,Active,Other
C2539,Active,Service Quality
C2540,Active,Pricing
C2541,Active,Other
C2542,Active,Pricing
C2543,Active,Competitor
C2544,Active,Pricing
C2545,Active,Competitor
C2546,Active,Competitor
C2547,Active,Competitor
C2548,Active,Service Quality
C2549,Churned,Other
C2550,Active,Other
C2551,Active,Pricing
C2552,Churned,Pricing
C2553,Active,Pricing
C2554,Active,Service Quality
C2555,Active,Service Quality
C2556,Active,Competitor
C2557,Churned,Service Quality
C2558,Churned,Service Quality
C2559,Churned,Other
C2560,Churned,Competitor
C2561,Active,Competitor
C2562,Active,Service Quality
C2563,Active,Competitor
C2564,Active,Service Quality
C2565,Churned,Competitor
C2566,Active,Service Quality
C2567,Active,Service Quality
C2568,Active,Pricing
C2569,Active,Other
C2570,Active,Competitor
C2571,Churned,Service Quality
C2572,Active,Competitor
C2573,Active,Other
C2574,Active,Competitor
C2575,Active,Other
C2576,Active,Competitor
C2577,Active,Other
C2578,Active,Pricing
C2579,Active,Service Quality
C2580,Active,Other
C2581,Active,Service Quality
C2582,Active,Competitor
C2583,Active,Service Quality
C2584,Active,Other
C2585,Active,Pricing
C2586,Churned,Competitor
C2587,Active,Competitor
C2588,Active,Pricing
C2589,Active,Service Quality
C2590,Active,Other
C2591,Active,Competitor
C2592,Active,Other
C2593,Active,Pricing
C2594,Active,Competitor
C2595,Churned,Service Quality
C2596,Active,Pricing
C2597,Active,Other
C2598,Active,Service Quality
C2599,Active,Service Quality
C2600,Churned,Service Quality
C2601,Churned,Competitor
C2602,Churned,Pricing
C2603,Active,Competitor
C2604,Active,Service Quality
C2605,Active,Other
C2606,Active,Pricing
C2607,Active,Other
C2608,Active,Other
C2609,Active,Pricing
C2610,Churned,Pricing
C2611,Active,Other
C2612,Active,Other
C2613,Active,Service Quality
C2614,Churned,Pricing
C2615,Active,Competitor
C2616,Active,Other
C2617,Active,Other
C2618,Active,Other
C2619,Active,Pricing
C2620,Active,Other
C2621,Active,Service Quality
C2622,Active,Other
C2623,Churned,Service Quality
C2624,Active,Pricing
C2625,Active,Pricing
C2626,Active,Competitor
C2627,Churned,Other
C2628,Active,Pricing
C2629,Active,Service Quality
C2630,Active,Competitor
C2631,Active,Pricing
C2632,Active,Pricing
C2633,Active,Other
C2634,Active,Service Quality
C2635,Churned,Competitor
C2636,Active,Other
C2637,Active,Service Quality
C2638,Active,Other
C2639,Active,Other
C2640,Active,Service Quality
C2641,Churned,Service Quality
C2642,Active,Competitor
C2643,Active,Pricing
C2644,Active,Other
C2645,Active,Service Quality
C2646,Churned,Other
C2647,Active,Competitor
C2648,Churned,Competitor
C2649,Active,Other
C2650,Active,Service Quality
C2651,Active,Competitor
C2652,Active,Competitor
C2653,Active,Competitor
C2654,Active,Other
C2655,Active,Pricing
C2656,Active,Competitor
C2657,Churned,Pricing
C2658,Active,Service Quality
C2659,Active,Competitor
C2660,Active,Pricing
C2661,Active,Pricing
C2662,Churned,Other
C2663,Active,Other
C2664,Active,Service Quality
C2665,Active,Competitor
C2666,Churned,Competitor
C2667,Active,Competitor
C2668,Active,Competitor
C2669,Active,Other
C2670,Active,Competitor
C2671,Active,Service Quality
C2672,Active,Pricing
C2673,Active,Other
C2674,Active,Service Quality
C2675,Active,Pricing
C2676,Active,Other
C2677,Active,Service Quality
C2678,Active,Other
C2679,Active,Other
C2680,Churned,Other
C2681,Active,Service Quality
C2682,Active,Competitor
C2683,Active,Pricing
C2684,Active,Service Quality
C2685,Active,Pricing
C2686,Active,Other
C2687,Churned,Other
C2688,Churned,Other
C2689,Active,Other
C2690,Active,Other
C2691,Active,Other
C2692,Active,Competitor
C2693,Active,Pricing
C2694,Active,Competitor
C2695,Churned,Pricing
C2696,Active,Pricing
C2697,Active,Service Quality
C2698,Active,Other
C2699,Active,Pricing
C2700,Churned,Pricing
C2701,Active,Competitor
C2702,Churned,Other
C2703,Churned,Competitor
C2704,Churned,Service Quality
C2705,Active,Other
C2706,Churned,Other
C2707,Active,Competitor
C2708,Active,Service Quality
C2709,Active,Other
C2710,Churned,Service Quality
C2711,Churned,Pricing
C2712,Churned,Pricing
C2713,Churned,Service Quality
C2714,Active,Pricing
C2715,Churned,Other
C2716,Active,Pricing
C2717,Active,Other
C2718,Active,Pricing
C2719,Active,Competitor
C2720,Active,Competitor
C2721,Active,Other
C2722,Active,Other
C2723,Active,Pricing
C2724,Active,Competitor
C2725,Churned,Pricing
C2726,Active,Service Quality
C2727,Churned,Competitor
C2728,Active,Competitor
C2729,Churned,Service Quality
C2730,Churned,Pricing
C2731,Active,Pricing
C2732,Active,Competitor
C2733,Active,Pricing
C2734,Active,Service Quality
C2735,Churned,Other
C2736,Active,Pricing
C2737,Active,Other
C2738,Churned,Competitor
C2739,Active,Other
C2740,Active,Service Quality
C2741,Churned,Service Quality
C2742,Active,Service Quality
C2743,Churned,Pricing
C2744,Active,Service Quality
C2745,Active,Other
C2746,Active,Other
C2747,Active,Competitor
C2748,Churned,Competitor
C2749,Active,Other
C2750,Active,Service Quality
C2751,Active,Other
C2752,Churned,Pricing
C2753,Active,Service Quality
C2754,Active,Pricing
C2755,Active,Competitor
C2756,Churned,Service Quality
C2757,Active,Pricing
C2758,Active,Competitor
C2759,Active,Pricing
C2760,Active,Service Quality
C2761,Active,Pricing
C2762,Active,Competitor
C2763,Churned,Competitor
C2764,Active,Pricing
C2765,Active,Other
C2766,Active,Pricing
C2767,Active,Other
C2768,Active,Pricing
C2769,Active,Other
C2770,Active,Service Quality
C2771,Active,Competitor
C2772,Churned,Other
C2773,Churned,Other
C2774,Active,Other
C2775,Active,Competitor
C2776,Active,Pricing
C2777,Churned,Pricing
C2778,Active,Service Quality
C2779,Active,Other
C2780,Active,Pricing
C2781,Churned,Competitor
C2782,Churned,Service Quality
C2783,Active,Competitor
C2784,Active,Service Quality
C2785,Active,Service Quality
C2786,Active,Pricing
C2787,Churned,Other
C2788,Active,Other
C2789,Active,Service Quality
C2790,Churned,Service Quality
C2791,Active,Pricing
C2792,Churned,Service Quality
C2793,Active,Pricing
C2794,Active,Service Quality
C2795,Churned,Service Quality
C2796,Churned,Other
C2797,Active,Other
C2798,Active,Competitor
C2799,Churned,Pricing
C2800,Active,Competitor
C2801,Active,Pricing
C2802,Churned,Competitor
C2803,Active,Pricing
C2804,Active,Service Quality
C2805,Churned,Other
C2806,Active,Competitor
C2807,Active,Competitor
C2808,Active,Competitor
C2809,Active,Competitor
C2810,Churned,Service Quality
C2811,Churned,Service Quality
C2812,Active,Pricing
C2813,Active,Competitor
C2814,Active,Service Quality
C2815,Active,Service Quality
C2816,Churned,Other
C2817,Active,Competitor
C2818,Active,Other
C2819,Active,Service Quality
C2820,Active,Other
C2821,Active,Competitor
C2822,Churned,Pricing
C2823,Churned,Other
C2824,Churned,Service Quality
C2825,Churned,Pricing
C2826,Churned,Service Quality
C2827,Churned,Service Quality
C2828,Active,Service Quality
C2829,Churned,Competitor
C2830,Active,Other
C2831,Active,Other
C2832,Active,Pricing
C2833,Churned,Other
C2834,Active,Pricing
C2835,Active,Competitor
C2836,Active,Other
C2837,Churned,Other
C2838,Churned,Other
C2839,Active,Other
C2840,Active,Pricing
C2841,Active,Other
C2842,Active,Other
C2843,Active,Other
C2844,Churned,Other
C2845,Active,Competitor
C2846,Active,Competitor
C2847,Active,Competitor
C2848,Active,Pricing
C2849,Active,Pricing
C2850,Churned,Pricing
C2851,Active,Service Quality
C2852,Churned,Service Quality
C2853,Active,Competitor
C2854,Active,Pricing
C2855,Active,Other
C2856,Active,Service Quality
C2857,Active,Service Quality
C2858,Active,Competitor
C2859,Active,Other
C2860,Active,Competitor
C2861,Churned,Service Quality
C2862,Active,Service Quality
C2863,Active,Competitor
C2864,Churned,Competitor
C2865,Active,Competitor
C2866,Active,Service Quality
C2867,Active,Pricing
C2868,Churned,Competitor
C2869,Active,Pricing
C2870,Active,Service Quality
C2871,Active,Competitor
C2872,Active,Pricing
C2873,Churned,Pricing
C2874,Active,Other
C2875,Churned,Pricing
C2876,Active,Service Quality
C2877,Churned,Pricing
C2878,Active,Pricing
C2879,Active,Service Quality
C2880,Active,Pricing
C2881,Churned,Competitor
C2882,Active,Competitor
C2883,Churned,Pricing
C2884,Active,Pricing
C2885,Churned,Service Quality
C2886,Active,Competitor
C2887,Active,Pricing
C2888,Active,Competitor
C2889,Churned,Service Quality
C2890,Active,Pricing
C2891,Active,Service Quality
C2892,Active,Other
C2893,Active,Competitor
C2894,Active,Competitor
C2895,Active,Competitor
C2896,Active,Competitor
C2897,Active,Pricing
C2898,Active,Competitor
C2899,Active,Pricing
C2900,Active,Competitor
C2901,Active,Pricing
C2902,Active,Pricing
C2903,Active,Competitor
C2904,Active,Competitor
C2905,Active,Pricing
C2906,Active,Pricing
C2907,Active,Pricing
C2908,Churned,Service Quality
C2909,Churned,Service Quality
C2910,Active,Other
C2911,Active,Other
C2912,Active,Pricing
C2913,Active,Other
C2914,Active,Competitor
C2915,Churned,Pricing
C2916,Churned,Pricing
C2917,Active,Competitor
C2918,Active,Service Quality
C2919,Active,Competitor
C2920,Churned,Competitor
C2921,Active,Pricing
C2922,Active,Competitor
C2923,Active,Pricing
C2924,Active,Competitor
C2925,Active,Service Quality
C2926,Active,Pricing
C2927,Active,Pricing
C2928,Active,Competitor
C2929,Active,Service Quality
C2930,Active,Other
C2931,Active,Competitor
C2932,Active,Pricing
C2933,Churned,Other
C2934,Churned,Other
C2935,Churned,Other
C2936,Active,Other
C2937,Active,Pricing
C2938,Active,Other
C2939,Active,Pricing
C2940,Active,Pricing
C2941,Churned,Other
C2942,Active,Pricing
C2943,Active,Service Quality
C2944,Churned,Competitor
C2945,Active,Service Quality
C2946,Active,Pricing
C2947,Active,Service Quality
C2948,Active,Service Quality
C2949,Churned,Competitor
C2950,Churned,Other
C2951,Active,Other
C2952,Active,Competitor
C2953,Active,Service Quality
C2954,Active,Service Quality
C2955,Active,Service Quality
C2956,Active,Competitor
C2957,Active,Pricing
C2958,Active,Pricing
C2959,Active,Competitor
C2960,Active,Competitor
C2961,Active,Service Quality
C2962,Active,Competitor
C2963,Active,Other
C2964,Active,Service Quality
C2965,Active,Competitor
C2966,Active,Service Quality
C2967,Active,Other
C2968,Churned,Service Quality
C2969,Active,Pricing
C2970,Active,Competitor
C2971,Active,Service Quality
C2972,Churned,Pricing
C2973,Churned,Pricing
C2974,Active,Pricing
C2975,Active,Pricing
C2976,Churned,Competitor
C2977,Active,Pricing
C2978,Active,Competitor
C2979,Active,Service Quality
C2980,Active,Competitor
C2981,Active,Pricing
C2982,Active,Competitor
C2983,Churned,Service Quality
C2984,Active,Competitor
C2985,Active,Service Quality
C2986,Active,Competitor
C2987,Churned,Other
C2988,Active,Other
C2989,Active,Other
C2990,Active,Other
C2991,Active,Pricing
C2992,Active,Other
C2993,Active,Service Quality
C2994,Active,Pricing
C2995,Active,Service Quality
C2996,Active,Other
C2997,Active,Competitor
C2998,Active,Service Quality
C2999,Active,Pricing
C3000,Active,Service Quality
C3001,Active,Other
C3002,Active,Pricing
C3003,Active,Other
C3004,Active,Other
C3005,Active,Competitor
C3006,Active,Other
C3007,Active,Competitor
C3008,Churned,Pricing
C3009,Churned,Competitor
C3010,Active,Pricing
C3011,Churned,Competitor
C3012,Active,Service Quality
C3013,Active,Service Quality
C3014,Active,Pricing
C3015,Active,Competitor
C3016,Active,Service Quality
C3017,Churned,Service Quality
C3018,Churned,Competitor
C3019,Active,Competitor
C3020,Active,Other
C3021,Active,Service Quality
C3022,Active,Service Quality
C3023,Active,Pricing
C3024,Active,Competitor
C3025,Active,Other
C3026,Churned,Other
C3027,Active,Competitor
C3028,Churned,Competitor
C3029,Active,Other
C3030,Churned,Pricing
C3031,Active,Other
C3032,Active,Pricing
C3033,Active,Competitor
C3034,Active,Pricing
C3035,Active,Service Quality
C3036,Active,Other
C3037,Active,Other
C3038,Churned,Competitor
C3039,Active,Pricing
C3040,Churned,Pricing
C3041,Active,Competitor
C3042,Active,Pricing
C3043,Active,Pricing
C3044,Active,Service Quality
C3045,Churned,Pricing
C3046,Active,Service Quality
C3047,Active,Pricing
C3048,Active,Competitor
C3049,Active,Other
C3050,Active,Service Quality
C3051,Churned,Other
C3052,Active,Service Quality
C3053,Active,Service Quality
C3054,Active,Competitor
C3055,Active,Pricing
C3056,Churned,Pricing
C3057,Churned,Service Quality
C3058,Churned,Pricing
C3059,Churned,Service Quality
C3060,Active,Other
C3061,Active,Competitor
C3062,Active,Service Quality
C3063,Active,Other
C3064,Active,Pricing
C3065,Active,Competitor
C3066,Active,Competitor
C3067,Active,Other
C3068,Active,Service Quality
C3069,Active,Service Quality
C3070,Active,Pricing
C3071,Active,Other
C3072,Active,Pricing
C3073,Churned,Service Quality
C3074,Active,Service Quality
C3075,Active,Competitor
C3076,Active,Other
C3077,Churned,Service Quality
C3078,Active,Competitor
C3079,Active,Competitor
C3080,Churned,Other
C3081,Active,Service Quality
C3082,Active,Pricing
C3083,Active,Pricing
C3084,Active,Service Quality
C3085,Active,Other
C3086,Active,Other
C3087,Active,Competitor
C3088,Active,Other
C3089,Active,Other
C3090,Active,Service Quality
C3091,Active,Service Quality
C3092,Active,Service Quality
C3093,Active,Service Quality
C3094,Active,Competitor
C3095,Active,Other
C3096,Active,Service Quality
C3097,Active,Competitor
C3098,Active,Service Quality
C3099,Active,Competitor
C3100,Active,Other
C3101,Active,Other
C3102,Churned,Service Quality
C3103,Active,Pricing
C3104,Active,Other
C3105,Active,Pricing
C3106,Active,Competitor
C3107,Active,Other
C3108,Active,Pricing
C3109,Active,Service Quality
C3110,Active,Other
C3111,Active,Service Quality
C3112,Active,Service Quality
C3113,Active,Service Quality
C3114,Active,Competitor
C3115,Active,Pricing
C3116,Active,Service Quality
C3117,Active,Pricing
C3118,Churned,Competitor
C3119,Active,Pricing
C3120,Active,Pricing
C3121,Active,Service Quality
C3122,Active,Service Quality
C3123,Active,Competitor
C3124,Active,Competitor
C3125,Active,Pricing
C3126,Active,Competitor
C3127,Churned,Pricing
C3128,Active,Service Quality
C3129,Active,Other
C3130,Active,Competitor
C3131,Active,Pricing
C3132,Active,Pricing
C3133,Active,Service Quality
C3134,Active,Other
C3135,Active,Service Quality
C3136,Active,Other
C3137,Churned,Competitor
C3138,Churned,Other
C3139,Churned,Pricing
C3140,Active,Pricing
C3141,Active,Other
C3142,Active,Competitor
C3143,Active,Pricing
C3144,Active,Service Quality
C3145,Churned,Other
C3146,Active,Other
C3147,Active,Service Quality
C3148,Active,Pricing
C3149,Active,Service Quality
C3150,Active,Other
C3151,Churned,Service Quality
C3152,Active,Service Quality
C3153,Active,Other
C3154,Churned,Competitor
C3155,Churned,Service Quality
C3156,Active,Other
C3157,Active,Pricing
C3158,Active,Competitor
C3159,Active,Pricing
C3160,Churned,Competitor
C3161,Churned,Service Quality
C3162,Active,Service Quality
C3163,Churned,Other
C3164,Churned,Competitor
C3165,Churned,Competitor
C3166,Active,Competitor
C3167,Active,Competitor
C3168,Churned,Competitor
C3169,Active,Service Quality
C3170,Active,Competitor
C3171,Active,Competitor
C3172,Active,Service Quality
C3173,Active,Pricing
C3174,Churned,Pricing
C3175,Active,Pricing
C3176,Active,Other
C3177,Active,Service Quality
C3178,Active,Service Quality
C3179,Churned,Competitor
C3180,Churned,Other
C3181,Churned,Competitor
C3182,Churned,Service Quality
C3183,Active,Other
C3184,Active,Service Quality
C3185,Active,Other
C3186,Active,Other
C3187,Active,Pricing
C3188,Active,Competitor
C3189,Active,Other
C3190,Active,Pricing
C3191,Active,Service Quality
C3192,Active,Service Quality
C3193,Active,Service Quality
C3194,Churned,Other
C3195,Active,Competitor
C3196,Active,Service Quality
C3197,Active,Pricing
C3198,Active,Pricing
C3199,Active,Competitor
C3200,Active,Other
C3201,Active,Pricing
C3202,Churned,Other
C3203,Active,Other
C3204,Active,Competitor
C3205,Churned,Service Quality
C3206,Active,Other
C3207,Churned,Competitor
C3208,Active,Pricing
C3209,Churned,Service Quality
C3210,Active,Service Quality
C3211,Active,Service Quality
C3212,Active,Service Quality
C3213,Active,Competitor
C3214,Churned,Other
C3215,Churned,Competitor
C3216,Churned,Other
C3217,Churned,Competitor
C3218,Active,Competitor
C3219,Active,Pricing
C3220,Churned,Other
C3221,Active,Other
C3222,Active,Pricing
C3223,Active,Service Quality
C3224,Active,Competitor
C3225,Churned,Competitor
C3226,Churned,Competitor
C3227,Churned,Service Quality
C3228,Churned,Competitor
C3229,Churned,Pricing
C3230,Active,Service Quality
C3231,Churned,Competitor
C3232,Active,Pricing
C3233,Active,Other
C3234,Active,Other
C3235,Active,Service Quality
C3236,Active,Other
C3237,Active,Competitor
C3238,Active,Competitor
C3239,Churned,Competitor
C3240,Active,Pricing
C3241,Active,Other
C3242,Active,Pricing
C3243,Active,Other
C3244,Churned,Service Quality
C3245,Active,Other
C3246,Active,Service Quality
C3247,Active,Service Quality
C3248,Active,Pricing
C3249,Active,Service Quality
C3250,Churned,Other
C3251,Churned,Pricing
C3252,Active,Competitor
C3253,Churned,Competitor
C3254,Active,Competitor
C3255,Active,Pricing
C3256,Active,Other
C3257,Active,Pricing
C3258,Active,Other
C3259,Active,Pricing
C3260,Active,Service Quality
C3261,Active,Competitor
C3262,Active,Other
C3263,Active,Competitor
C3264,Active,Service Quality
C3265,Active,Pricing
C3266,Churned,Service Quality
C3267,Active,Pricing
C3268,Active,Service Quality
C3269,Active,Service Quality
C3270,Churned,Pricing
C3271,Active,Other
C3272,Churned,Other
C3273,Churned,Other
C3274,Active,Competitor
C3275,Active,Competitor
C3276,Active,Service Quality
C3277,Active,Service Quality
C3278,Active,Pricing
C3279,Active,Pricing
C3280,Active,Service Quality
C3281,Active,Pricing
C3282,Churned,Pricing
C3283,Active,Pricing
C3284,Active,Other
C3285,Active,Service Quality
C3286,Active,Pricing
C3287,Active,Pricing
C3288,Active,Other
C3289,Active,Pricing
C3290,Active,Other
C3291,Churned,Other
C3292,Active,Service Quality
C3293,Churned,Competitor
C3294,Active,Pricing
C3295,Churned,Pricing
C3296,Active,Other
C3297,Active,Service Quality
C3298,Active,Other
C3299,Active,Pricing
C3300,Active,Competitor
C3301,Active,Competitor
C3302,Active,Service Quality
C3303,Active,Pricing
C3304,Churned,Service Quality
C3305,Active,Service Quality
C3306,Active,Competitor
C3307,Active,Pricing
C3308,Active,Competitor
C3309,Active,Other
C3310,Churned,Other
C3311,Active,Other
C3312,Active,Competitor
C3313,Active,Service Quality
C3314,Churned,Competitor
C3315,Active,Service Quality
C3316,Active,Service Quality
C3317,Active,Other
C3318,Active,Service Quality
C3319,Active,Competitor
C3320,Active,Pricing
C3321,Active,Service Quality
C3322,Active,Service Quality
C3323,Active,Competitor
C3324,Active,Service Quality
C3325,Active,Pricing
C3326,Churned,Service Quality
C3327,Active,Service Quality
C3328,Active,Competitor
C3329,Active,Other
C3330,Active,Pricing
C3331,Churned,Pricing
C3332,Active,Other
C3333,Active,Competitor
C3334,Churned,Service Quality
C3335,Active,Service Quality
C3336,Active,Competitor
C3337,Active,Pricing
C3338,Active,Pricing
C3339,Active,Competitor
C3340,Active,Pricing
C3341,Active,Competitor
C3342,Active,Pricing
C3343,Active,Pricing
C3344,Active,Pricing
C3345,Active,Pricing
C3346,Churned,Other
C3347,Active,Other
C3348,Active,Other
C3349,Churned,Service Quality
C3350,Active,Other
C3351,Active,Service Quality
C3352,Active,Service Quality
C3353,Churned,Other
C3354,Active,Other
C3355,Active,Other
C3356,Active,Competitor
C3357,Active,Service Quality
C3358,Active,Competitor
C3359,Active,Competitor
C3360,Active,Other
C3361,Churned,Service Quality
C3362,Active,Service Quality
C3363,Active,Pricing
C3364,Active,Service Quality
C3365,Active,Pricing
C3366,Active,Competitor
C3367,Active,Pricing
C3368,Churned,Other
C3369,Active,Other
C3370,Churned,Other
C3371,Active,Service Quality
C3372,Active,Other
C3373,Active,Competitor
C3374,Churned,Other
C3375,Churned,Other
C3376,Active,Competitor
C3377,Active,Service Quality
C3378,Active,Service Quality
C3379,Active,Other
C3380,Active,Pricing
C3381,Active,Other
C3382,Active,Other
C3383,Active,Other
C3384,Churned,Service Quality
C3385,Churned,Competitor
C3386,Active,Competitor
C3387,Active,Service Quality
C3388,Active,Pricing
C3389,Active,Other
C3390,Active,Competitor
C3391,Active,Service Quality
C3392,Churned,Service Quality
C3393,Active,Pricing
C3394,Churned,Other
C3395,Active,Other
C3396,Active,Other
C3397,Churned,Pricing
C3398,Churned,Competitor
C3399,Active,Competitor
C3400,Active,Competitor
C3401,Active,Other
C3402,Active,Competitor
C3403,Active,Service Quality
C3404,Churned,Service Quality
C3405,Active,Other
C3406,Active,Pricing
C3407,Active,Service Quality
C3408,Active,Other
C3409,Active,Competitor
C3410,Active,Other
C3411,Churned,Competitor
C3412,Churned,Pricing
C3413,Active,Pricing
C3414,Active,Other
C3415,Active,Service Quality
C3416,Active,Other
C3417,Churned,Service Quality
C3418,Churned,Service Quality
C3419,Churned,Competitor
C3420,Active,Service Quality
C3421,Active,Service Quality
C3422,Active,Pricing
C3423,Churned,Competitor
C3424,Active,Service Quality
C3425,Active,Competitor
C3426,Active,Competitor
C3427,Active,Other
C3428,Churned,Service Quality
C3429,Active,Pricing
C3430,Active,Pricing
C3431,Active,Competitor
C3432,Active,Pricing
C3433,Churned,Other
C3434,Churned,Competitor
C3435,Active,Pricing
C3436,Active,Pricing
C3437,Active,Other
C3438,Churned,Service Quality
C3439,Active,Other
C3440,Churned,Other
C3441,Active,Other
C3442,Active,Other
C3443,Active,Other
C3444,Active,Competitor
C3445,Active,Service Quality
C3446,Active,Other
C3447,Active,Pricing
C3448,Active,Pricing
C3449,Active,Competitor
C3450,Active,Other
C3451,Active,Pricing
C3452,Active,Service Quality
C3453,Churned,Other
C3454,Active,Pricing
C3455,Active,Pricing
C3456,Active,Other
C3457,Active,Competitor
C3458,Churned,Competitor
C3459,Active,Other
C3460,Active,Other
C3461,Active,Service Quality
C3462,Active,Other
C3463,Active,Pricing
C3464,Active,Service Quality
C3465,Active,Pricing
C3466,Churned,Other
C3467,Active,Pricing
C3468,Active,Other
C3469,Churned,Service Quality
C3470,Churned,Pricing
C3471,Active,Other
C3472,Active,Service Quality
C3473,Churned,Pricing
C3474,Churned,Service Quality
C3475,Churned,Other
C3476,Active,Competitor
C3477,Active,Other
C3478,Active,Other
C3479,Active,Competitor
C3480,Active,Pricing
C3481,Churned,Pricing
C3482,Churned,Other
C3483,Churned,Other
C3484,Active,Other
C3485,Active,Pricing
C3486,Active,Other
C3487,Active,Competitor
C3488,Active,Competitor
C3489,Churned,Other
C3490,Active,Competitor
C3491,Active,Pricing
C3492,Churned,Competitor
C3493,Active,Pricing
C3494,Active,Competitor
C3495,Churned,Competitor
C3496,Active,Other
C3497,Active,Competitor
C3498,Active,Pricing
C3499,Active,Pricing
C3500,Active,Competitor
C3501,Active,Competitor
C3502,Active,Other
C3503,Active,Service Quality
C3504,Active,Competitor
C3505,Active,Pricing
C3506,Churned,Other
C3507,Churned,Service Quality
C3508,Churned,Competitor
C3509,Active,Pricing
C3510,Active,Other
C3511,Active,Pricing
C3512,Active,Other
C3513,Active,Competitor
C3514,Active,Other
C3515,Active,Competitor
C3516,Active,Other
C3517,Active,Other
C3518,Active,Other
C3519,Churned,Pricing
C3520,Active,Service Quality
C3521,Active,Other
C3522,Active,Competitor
C3523,Active,Other
C3524,Active,Service Quality
C3525,Active,Service Quality
C3526,Churned,Pricing
C3527,Active,Pricing
C3528,Active,Service Quality
C3529,Active,Service Quality
C3530,Active,Other
C3531,Churned,Competitor
C3532,Churned,Pricing
C3533,Active,Service Quality
C3534,Active,Service Quality
C3535,Active,Service Quality
C3536,Churned,Service Quality
C3537,Active,Service Quality
C3538,Active,Pricing
C3539,Active,Competitor
C3540,Active,Other
C3541,Active,Pricing
C3542,Active,Pricing
C3543,Active,Competitor
C3544,Active,Other
C3545,Active,Competitor
C3546,Active,Competitor
C3547,Active,Competitor
C3548,Active,Pricing
C3549,Active,Service Quality
C3550,Active,Other
C3551,Active,Competitor
C3552,Churned,Competitor
C3553,Active,Other
C3554,Active,Service Quality
C3555,Active,Competitor
C3556,Churned,Pricing
C3557,Active,Competitor
C3558,Active,Competitor
C3559,Churned,Competitor
C3560,Churned,Competitor
C3561,Active,Competitor
C3562,Churned,Pricing
C3563,Active,Service Quality
C3564,Active,Competitor
C3565,Active,Other
C3566,Active,Service Quality
C3567,Active,Pricing
C3568,Active,Pricing
C3569,Churned,Competitor
C3570,Active,Competitor
C3571,Active,Service Quality
C3572,Active,Other
C3573,Active,Competitor
C3574,Active,Service Quality
C3575,Active,Competitor
C3576,Churned,Service Quality
C3577,Churned,Pricing
C3578,Active,Pricing
C3579,Churned,Service Quality
C3580,Churned,Pricing
C3581,Active,Competitor
C3582,Churned,Pricing
C3583,Active,Service Quality
C3584,Active,Other
C3585,Active,Service Quality
C3586,Churned,Competitor
C3587,Active,Competitor
C3588,Active,Service Quality
C3589,Active,Service Quality
