PurchaseID,CustomerID,ProductID,PurchaseAmount,PurchaseDate
PH2517,C4755,P2956,234.33,2023-10-15
PH2518,C2706,P300,131.68,2023-11-06
PH2519,C2115,P2134,797.99,2023-06-15
PH2520,C333,P479,744.96,2023-09-10
PH2521,C1890,P3872,559.95,2023-04-08
PH2522,C166,P169,459.43,2023-07-28
PH2523,C4676,P3343,149.52,2023-06-15
PH2524,C303,P2179,817.78,2023-12-14
PH2525,C704,P2985,157.09,2023-11-06
PH2526,C2124,P1418,674.92,2023-11-01
PH2527,C4776,P3299,246.55,2023-03-18
PH2528,C4756,P2335,304.9,2023-12-31
PH2529,C3351,P4610,972.66,2023-10-11
PH2530,C2471,P2647,196.88,2023-03-04
PH2531,C2459,P638,355.26,2023-01-04
PH2532,C234,P2333,763.04,2023-08-08
PH2533,C4610,P2535,249.1,2023-08-09
PH2534,C2669,P4611,671.03,2023-01-24
PH2535,C2785,P3754,744.18,2023-07-10
PH2536,C435,P287,338.04,2023-10-29
PH2537,C1006,P1950,45.31,2023-12-21
PH2538,C2861,P715,462.99,2023-06-26
PH2539,C3028,P4623,538.22,2023-02-25
PH2540,C10,P728,589.33,2023-05-28
PH2541,C3172,P3645,713.95,2023-12-26
PH2542,C4913,P4403,738.71,2023-03-20
PH2543,C2979,P3286,348.97,2023-04-04
PH2544,C4324,P2327,994.09,2023-12-01
PH2545,C2901,P4617,933.02,2023-09-01
PH2546,C293,P1202,290.85,2023-04-21
PH2547,C4453,P4379,832.21,2023-08-07
PH2548,C2189,P1345,72.93,2023-03-06
PH2549,C234,P1799,496.23,2023-07-22
PH2550,C309,P331,166.57,2023-06-17
PH2551,C1040,P2694,855.18,2023-11-14
PH2552,C2851,P388,651.79,2023-06-06
PH2553,C361,P2885,739.11,2023-06-09
PH2554,C2019,P1374,951.96,2023-01-31
PH2555,C2534,P2467,270.21,2023-12-01
PH2556,C4347,P2082,11.53,2023-04-05
PH2557,C168,P718,421.28,2023-10-27
PH2558,C895,P4992,745.73,2023-01-07
PH2559,C1320,P4937,766.18,2023-02-13
PH2560,C721,P4675,320.7,2023-08-16
PH2561,C610,P2547,944.14,2023-01-29
PH2562,C1811,P2676,329.73,2023-01-10
PH2563,C3803,P4447,445.8,2023-12-16
PH2564,C2953,P1794,433.67,2023-01-20
PH2565,C3306,P534,394.06,2023-04-16
PH2566,C4636,P77,315.3,2023-01-02
PH2567,C4310,P2821,349.38,2023-05-21
PH2568,C3480,P2015,524.21,2023-11-29
PH2569,C371,P1479,579.78,2023-12-13
PH2570,C1306,P373,28.15,2023-04-24
PH2571,C4684,P3922,474.8,2023-04-11
PH2572,C451,P3055,960.86,2023-04-30
PH2573,C3626,P4554,689.7,2023-11-07
PH2574,C1881,P1067,979.28,2023-10-03
PH2575,C2240,P4510,693.53,2023-02-25
PH2576,C3427,P4488,858.36,2023-04-21
PH2577,C4501,P4291,713.95,2023-12-15
PH2578,C3462,P736,554.97,2023-01-20
PH2579,C3209,P2024,544.45,2023-11-30
PH2580,C4985,P4311,113.62,2023-02-11
PH2581,C335,P1380,195.8,2023-06-21
PH2582,C35,P2410,343.57,2023-11-12
PH2583,C703,P2332,592.59,2023-11-16
PH2584,C3478,P4949,28.8,2023-12-15
PH2585,C151,P1367,852.1,2023-04-30
PH2586,C4818,P3413,787.44,2023-08-23
PH2587,C3844,P4353,630.27,2023-02-02
PH2588,C4895,P1171,634.76,2023-12-24
PH2589,C1841,P2030,448.58,2023-06-13
PH2590,C1530,P4377,463.15,2023-02-23
PH2591,C4055,P1755,88.6,2023-06-02
PH2592,C1671,P3466,338.79,2023-01-11
PH2593,C3570,P4355,909.47,2023-05-13
PH2594,C2007,P3671,48.71,2023-07-13
PH2595,C3443,P2204,285.79,2023-10-08
PH2596,C2324,P2330,262.53,2023-03-19
PH2597,C3750,P59,211.69,2023-07-28
PH2598,C1051,P3844,358.73,2023-01-08
PH2599,C1700,P1606,518.18,2023-04-22
PH2600,C1080,P4860,777.29,2023-03-10
PH2601,C4894,P1887,991.25,2023-12-30
PH2602,C3904,P2459,365.88,2023-03-25
PH2603,C4738,P2260,623.4,2023-04-04
PH2604,C1672,P736,927.26,2023-11-24
PH2605,C1518,P3039,403.24,2023-06-27
PH2606,C4741,P600,275.61,2023-05-20
PH2607,C2812,P4046,581.54,2023-08-31
PH2608,C1810,P20,584.84,2023-02-23
PH2609,C2097,P3354,397.18,2023-02-09
PH2610,C4846,P4817,614.29,2023-12-26
PH2611,C2929,P3008,712.72,2023-08-20
PH2612,C2677,P820,46.33,2023-06-19
PH2613,C76,P1047,808.8,2023-05-07
PH2614,C897,P4688,795.85,2023-08-01
PH2615,C1294,P414,19.45,2023-12-19
PH2616,C1180,P1131,970.77,2023-05-26
PH2617,C2330,P2691,641.62,2023-01-27
PH2618,C3545,P1961,5.7,2023-10-05
PH2619,C527,P1993,909.79,2023-06-27
PH2620,C3663,P1369,556.74,2023-10-09
PH2621,C3781,P2000,257.03,2023-12-11
PH2622,C134,P2297,795.23,2023-06-06
PH2623,C2306,P3820,990.57,2023-03-01
PH2624,C3062,P4881,841.92,2023-04-27
PH2625,C1576,P2073,997.9,2023-07-14
PH2626,C1176,P3496,496.94,2023-11-20
PH2627,C1312,P1476,599.62,2023-04-03
PH2628,C4656,P2139,339.72,2023-04-28
PH2629,C1980,P2746,451.89,2023-08-30
PH2630,C3375,P1076,75.66,2023-07-21
PH2631,C2494,P4145,252.17,2023-02-21
PH2632,C3298,P2527,352.78,2023-06-08
PH2633,C2116,P3252,742.18,2023-12-20
PH2634,C626,P1653,783.72,2023-04-07
PH2635,C2799,P1422,277.06,2023-11-14
PH2636,C4859,P4442,567.19,2023-01-28
PH2637,C2118,P3981,731.55,2023-11-13
PH2638,C354,P3161,132.18,2023-04-09
PH2639,C3881,P472,525.21,2023-05-21
PH2640,C3202,P3657,484.12,2023-01-09
PH2641,C3755,P899,185.74,2023-06-21
PH2642,C399,P4123,536.02,2023-09-28
PH2643,C2213,P431,466.37,2023-02-02
PH2644,C2465,P3517,735.27,2023-12-13
PH2645,C3138,P475,943.21,2023-12-08
PH2646,C3067,P2685,150.7,2023-11-11
PH2647,C2277,P1325,425.5,2023-08-20
PH2648,C1028,P3914,399.86,2023-11-04
PH2649,C1974,P1747,701.76,2023-09-30
PH2650,C4068,P4907,10.7,2023-05-13
PH2651,C1971,P3936,913.25,2023-10-08
PH2652,C1532,P207,308.45,2023-11-07
PH2653,C52,P3758,909.22,2023-05-20
PH2654,C4452,P1993,16.58,2023-01-22
PH2655,C1404,P4369,608.17,2023-04-21
PH2656,C607,P3743,992.38,2023-07-22
PH2657,C1886,P826,673.71,2023-01-19
PH2658,C2400,P1604,312.43,2023-06-15
PH2659,C4332,P2554,430.97,2023-10-03
PH2660,C2213,P1899,244.42,2023-05-03
PH2661,C4385,P3503,362.0,2023-07-03
PH2662,C3107,P1918,444.18,2023-11-30
PH2663,C2609,P4922,219.94,2023-05-11
PH2664,C4394,P2489,347.08,2023-11-27
PH2665,C3456,P175,816.21,2023-01-02
PH2666,C409,P663,50.68,2023-09-20
PH2667,C667,P2450,274.12,2023-09-24
PH2668,C3659,P539,569.87,2023-08-05
PH2669,C925,P2508,349.82,2023-11-27
PH2670,C3350,P4194,138.65,2023-04-27
PH2671,C2553,P579,822.88,2023-04-22
PH2672,C492,P1581,243.85,2023-02-23
PH2673,C1943,P1977,611.86,2023-03-22
PH2674,C4999,P3824,595.23,2023-03-09
PH2675,C4259,P4423,109.84,2023-12-23
PH2676,C3362,P2781,838.11,2023-05-13
PH2677,C51,P1964,291.62,2023-12-21
PH2678,C3964,P3586,21.56,2023-04-10
PH2679,C506,P1354,125.15,2023-08-22
PH2680,C1355,P1237,421.28,2023-08-11
PH2681,C343,P3958,213.02,2023-10-05
PH2682,C1934,P3239,994.92,2023-07-02
PH2683,C720,P3132,317.43,2023-10-06
PH2684,C2562,P3661,319.07,2023-04-18
PH2685,C2805,P3377,216.2,2023-07-24
PH2686,C4301,P1994,919.83,2023-08-21
PH2687,C3043,P1680,43.96,2023-07-06
PH2688,C2975,P3802,321.53,2023-09-23
PH2689,C4243,P2212,546.98,2023-12-04
PH2690,C3135,P4106,545.99,2023-09-11
PH2691,C2201,P2772,80.17,2023-03-26
PH2692,C1502,P1118,243.84,2023-12-23
PH2693,C4671,P2872,970.76,2023-03-24
PH2694,C1259,P2769,649.99,2023-10-13
PH2695,C676,P926,557.94,2023-11-08
PH2696,C4564,P2934,178.04,2023-06-07
PH2697,C2505,P4225,194.4,2023-07-13
PH2698,C827,P3507,399.09,2023-11-21
PH2699,C3472,P1743,292.24,2023-10-13
PH2700,C1303,P1538,75.5,2023-06-14
PH2701,C713,P281,522.57,2023-11-15
PH2702,C2061,P3324,840.92,2023-07-20
PH2703,C4050,P690,833.8,2023-08-30
PH2704,C2864,P4166,627.72,2023-05-04
PH2705,C4763,P1934,740.03,2023-03-09
PH2706,C4430,P698,469.87,2023-12-01
PH2707,C4156,P4127,749.45,2023-08-20
PH2708,C2772,P1766,51.9,2023-10-15
PH2709,C1070,P4556,526.37,2023-06-30
PH2710,C1628,P4023,102.22,2023-12-11
PH2711,C2039,P3000,746.42,2023-12-09
PH2712,C2105,P73,863.01,2023-04-18
PH2713,C2891,P166,210.38,2023-02-01
PH2714,C2325,P3907,111.97,2023-05-09
PH2715,C4552,P1772,744.15,2023-02-22
PH2716,C4511,P1321,238.29,2023-02-26
PH2717,C920,P569,673.42,2023-11-20
PH2718,C4859,P3496,277.35,2023-05-25
PH2719,C695,P383,441.04,2023-09-28
PH2720,C818,P1521,406.01,2023-01-11
PH2721,C3691,P2923,819.89,2023-05-31
PH2722,C1696,P280,717.11,2023-02-26
PH2723,C1054,P4621,67.81,2023-10-16
PH2724,C681,P912,704.34,2023-01-08
PH2725,C609,P1014,874.87,2023-08-31
PH2726,C2631,P341,44.6,2023-09-24
PH2727,C3194,P3850,722.3,2023-08-09
PH2728,C3923,P3451,292.41,2023-03-08
PH2729,C3715,P612,615.99,2023-11-06
PH2730,C582,P2971,845.11,2023-03-05
PH2731,C2929,P29,209.22,2023-11-04
PH2732,C872,P2795,619.54,2023-03-02
PH2733,C321,P1698,397.87,2023-12-21
PH2734,C3630,P451,609.39,2023-09-11
PH2735,C1124,P1232,743.02,2023-10-18
PH2736,C2364,P3907,752.54,2023-01-25
PH2737,C2262,P3237,132.14,2023-03-03
PH2738,C4700,P332,286.52,2023-02-09
PH2739,C3019,P4805,539.7,2023-06-18
PH2740,C1162,P2336,946.01,2023-08-15
PH2741,C153,P4100,937.08,2023-03-22
PH2742,C353,P3229,375.17,2023-09-11
PH2743,C2536,P2531,682.63,2023-08-16
PH2744,C10,P4540,619.28,2023-09-30
PH2745,C1330,P3505,395.83,2023-04-01
PH2746,C1394,P1567,779.19,2023-12-13
PH2747,C1816,P4781,987.58,2023-08-10
PH2748,C1150,P57,272.56,2023-08-07
PH2749,C3711,P1010,541.07,2023-10-11
PH2750,C4559,P4736,766.73,2023-08-07
PH2751,C2288,P4200,670.76,2023-07-08
PH2752,C4345,P2234,389.39,2023-12-22
PH2753,C3645,P1481,124.23,2023-12-22
PH2754,C1273,P4683,148.49,2023-05-30
PH2755,C1972,P4181,493.95,2023-05-01
PH2756,C2348,P1091,412.7,2023-06-21
PH2757,C4618,P1138,536.5,2023-10-02
PH2758,C3999,P3943,68.03,2023-04-10
PH2759,C4544,P4577,299.58,2023-02-07
PH2760,C1682,P2747,566.81,2023-05-20
PH2761,C3857,P1036,856.95,2023-01-24
PH2762,C3104,P3826,813.18,2023-02-02
PH2763,C3699,P2476,516.43,2023-12-31
PH2764,C4779,P3848,195.28,2023-07-02
PH2765,C3460,P2230,750.38,2023-04-28
PH2766,C1417,P4089,181.36,2023-12-14
PH2767,C1800,P917,894.25,2023-01-09
PH2768,C4366,P4525,246.62,2023-08-20
PH2769,C2758,P2606,142.04,2023-10-28
PH2770,C4433,P1857,500.3,2023-05-12
PH2771,C4276,P2557,108.25,2023-06-26
PH2772,C3393,P882,806.31,2023-10-22
PH2773,C3781,P2682,422.3,2023-01-14
PH2774,C75,P1756,807.69,2023-12-01
PH2775,C2630,P2192,774.37,2023-10-04
PH2776,C797,P3570,423.33,2023-10-04
PH2777,C1953,P4258,850.83,2023-10-03
PH2778,C964,P2509,473.19,2023-08-04
PH2779,C1689,P248,595.51,2023-04-28
PH2780,C2244,P1504,573.29,2023-10-10
PH2781,C3881,P2876,589.88,2023-10-19
PH2782,C3566,P2005,532.53,2023-06-17
PH2783,C3839,P874,239.34,2023-01-04
PH2784,C4286,P4493,895.64,2023-07-29
PH2785,C4551,P1911,784.92,2023-11-04
PH2786,C234,P588,941.7,2023-12-18
PH2787,C914,P2855,965.35,2023-09-01
PH2788,C376,P3833,736.85,2023-08-16
PH2789,C2366,P1191,835.43,2023-04-19
PH2790,C1207,P4519,118.37,2023-03-24
PH2791,C3820,P353,815.07,2023-01-14
PH2792,C861,P1104,812.35,2023-03-31
PH2793,C2453,P2006,368.37,2023-01-04
PH2794,C2322,P778,629.99,2023-01-15
PH2795,C2585,P476,768.64,2023-06-13
PH2796,C2406,P1269,216.03,2023-04-21
PH2797,C1040,P4415,811.6,2023-01-18
PH2798,C1330,P3530,888.41,2023-03-21
PH2799,C3631,P1042,857.61,2023-06-04
PH2800,C1239,P3626,732.02,2023-12-27
PH2801,C1827,P1061,899.82,2023-12-01
PH2802,C3985,P691,194.11,2023-10-09
PH2803,C2057,P2449,309.46,2023-12-17
PH2804,C3309,P4439,867.85,2023-12-21
PH2805,C3309,P822,585.25,2023-01-12
PH2806,C2040,P2322,457.75,2023-12-13
PH2807,C1799,P3280,519.88,2023-10-15
PH2808,C744,P2069,129.69,2023-09-07
PH2809,C4241,P2290,499.35,2023-04-05
PH2810,C2208,P632,65.63,2023-04-13
PH2811,C547,P1100,255.72,2023-05-20
PH2812,C874,P2236,266.79,2023-07-26
PH2813,C906,P1669,997.55,2023-09-10
PH2814,C566,P2519,809.75,2023-08-06
PH2815,C4168,P305,325.72,2023-05-13
PH2816,C4823,P4370,182.78,2023-09-29
PH2817,C4954,P4433,739.0,2023-03-06
PH2818,C2624,P1407,161.49,2023-06-22
PH2819,C1485,P4185,702.42,2023-07-25
PH2820,C2055,P1433,535.12,2023-08-30
PH2821,C4751,P3982,511.32,2023-03-11
PH2822,C2340,P1081,595.33,2023-10-26
PH2823,C2213,P2892,556.41,2023-03-15
PH2824,C2664,P4904,843.02,2023-07-06
PH2825,C4648,P3939,95.34,2023-02-09
PH2826,C3386,P498,841.24,2023-04-17
PH2827,C126,P2303,751.64,2023-04-18
PH2828,C3417,P1680,310.15,2023-05-25
PH2829,C1464,P3126,582.54,2023-04-06
PH2830,C4643,P4594,556.92,2023-01-27
PH2831,C1216,P1992,371.45,2023-06-25
PH2832,C2339,P3024,621.65,2023-06-07
PH2833,C4641,P1180,228.37,2023-03-08
PH2834,C4332,P3746,992.27,2023-10-14
PH2835,C3499,P873,537.83,2023-02-02
PH2836,C177,P429,794.95,2023-07-24
PH2837,C4426,P2952,637.35,2023-02-22
PH2838,C4887,P11,930.51,2023-11-16
PH2839,C4046,P1683,93.68,2023-10-17
PH2840,C491,P3426,538.78,2023-12-04
PH2841,C509,P4321,908.21,2023-08-28
PH2842,C3165,P4207,304.2,2023-08-02
PH2843,C1192,P1948,477.63,2023-01-29
PH2844,C1868,P2672,963.18,2023-01-12
PH2845,C816,P4005,78.21,2023-09-10
PH2846,C3570,P4393,293.64,2023-06-04
PH2847,C3165,P318,506.4,2023-07-11
PH2848,C4523,P410,487.08,2023-08-24
PH2849,C2694,P3248,526.65,2023-07-19
PH2850,C2566,P2028,598.45,2023-04-25
PH2851,C3117,P2420,866.87,2023-02-02
PH2852,C1916,P2365,555.55,2023-06-06
PH2853,C3871,P2815,778.64,2023-08-12
PH2854,C4695,P302,769.09,2023-01-27
PH2855,C893,P3719,142.71,2023-11-26
PH2856,C575,P1125,829.16,2023-08-22
PH2857,C2588,P3300,997.13,2023-01-11
PH2858,C654,P4040,853.91,2023-01-11
PH2859,C582,P2216,228.21,2023-10-18
PH2860,C3433,P1109,206.68,2023-06-28
PH2861,C738,P1715,42.19,2023-12-02
PH2862,C1335,P1778,507.36,2023-01-23
PH2863,C246,P2414,877.75,2023-03-30
PH2864,C1754,P4975,735.95,2023-12-21
PH2865,C1158,P1174,47.59,2023-02-02
PH2866,C3469,P821,415.41,2023-05-24
PH2867,C3500,P2207,931.47,2023-02-15
PH2868,C82,P2113,481.98,2023-06-23
PH2869,C960,P4082,478.21,2023-12-27
PH2870,C2988,P2200,289.08,2023-07-15
PH2871,C4531,P4641,627.1,2023-09-26
PH2872,C289,P3565,605.19,2023-01-01
PH2873,C1484,P2803,266.85,2023-04-13
PH2874,C2359,P3884,902.65,2023-06-25
PH2875,C3446,P4401,220.26,2023-01-16
PH2876,C1007,P1280,81.5,2023-05-20
PH2877,C413,P4998,194.04,2023-05-15
PH2878,C3684,P2808,803.15,2023-08-20
PH2879,C1718,P1742,146.02,2023-12-24
PH2880,C23,P2836,397.42,2023-10-08
PH2881,C486,P943,205.44,2023-01-06
PH2882,C2124,P437,412.71,2023-10-17
PH2883,C462,P839,315.09,2023-03-20
PH2884,C2904,P861,709.63,2023-11-21
PH2885,C292,P1791,504.39,2023-07-05
PH2886,C4607,P580,397.95,2023-07-06
PH2887,C1068,P2584,758.04,2023-08-01
PH2888,C2798,P2629,242.94,2023-04-06
PH2889,C2683,P2335,613.45,2023-09-04
PH2890,C2541,P4637,606.53,2023-04-05
PH2891,C1404,P4350,277.87,2023-04-05
PH2892,C1203,P2584,924.0,2023-04-15
PH2893,C2879,P3779,667.66,2023-12-26
PH2894,C2217,P4842,412.36,2023-01-05
PH2895,C2856,P156,339.91,2023-09-29
PH2896,C705,P3170,109.92,2023-02-04
PH2897,C1962,P4233,388.74,2023-09-12
PH2898,C2680,P2452,842.68,2023-06-10
PH2899,C1899,P2895,604.19,2023-12-25
PH2900,C2999,P1622,647.2,2023-09-17
PH2901,C2299,P4485,572.29,2023-12-07
PH2902,C3127,P4461,93.63,2023-11-25
PH2903,C1544,P4943,131.49,2023-11-24
PH2904,C4262,P4476,180.74,2023-11-07
PH2905,C3209,P3091,634.59,2023-09-08
PH2906,C4996,P2158,385.73,2023-08-27
PH2907,C4997,P1530,300.08,2023-12-22
PH2908,C4623,P1039,537.04,2023-09-22
PH2909,C1972,P3636,479.07,2023-11-18
PH2910,C123,P1903,735.83,2023-01-27
PH2911,C408,P4646,263.43,2023-02-15
PH2912,C2024,P964,212.22,2023-04-19
PH2913,C998,P4750,809.65,2023-06-08
PH2914,C3468,P1242,457.17,2023-12-15
PH2915,C2169,P3911,366.21,2023-06-05
PH2916,C4761,P204,424.01,2023-03-27
PH2917,C3340,P4656,725.94,2023-07-10
PH2918,C4263,P3921,731.06,2023-07-07
PH2919,C4662,P619,999.16,2023-03-21
PH2920,C3345,P467,683.05,2023-05-21
PH2921,C3916,P758,458.26,2023-03-14
PH2922,C4537,P3229,868.09,2023-02-17
PH2923,C3737,P3909,386.0,2023-09-26
PH2924,C801,P3658,227.18,2023-06-25
PH2925,C2936,P1540,837.4,2023-07-16
PH2926,C2831,P3566,16.06,2023-10-17
PH2927,C263,P774,77.97,2023-08-14
PH2928,C1054,P4150,524.73,2023-08-27
PH2929,C1140,P1433,391.62,2023-08-23
PH2930,C1260,P527,984.21,2023-12-01
PH2931,C4706,P438,909.3,2023-09-12
PH2932,C2514,P3684,422.16,2023-07-24
PH2933,C73,P4188,937.59,2023-10-12
PH2934,C2680,P3568,518.38,2023-03-11
PH2935,C204,P6,143.21,2023-07-28
PH2936,C3550,P2361,341.99,2023-11-09
PH2937,C355,P2852,69.25,2023-08-06
PH2938,C2531,P1444,938.71,2023-10-30
PH2939,C4224,P477,935.9,2023-11-21
PH2940,C4083,P3515,73.33,2023-03-18
PH2941,C4304,P261,190.66,2023-12-07
PH2942,C368,P3801,294.42,2023-08-23
PH2943,C4217,P3621,819.02,2023-07-19
PH2944,C3360,P1567,675.46,2023-06-18
PH2945,C4687,P4652,921.09,2023-08-25
PH2946,C3152,P334,539.81,2023-09-16
PH2947,C3266,P766,316.09,2023-05-05
PH2948,C4486,P4606,958.36,2023-02-26
PH2949,C3338,P814,218.11,2023-08-19
PH2950,C873,P3853,465.39,2023-05-04
PH2951,C4613,P3379,685.89,2023-04-18
PH2952,C1505,P2176,834.87,2023-02-06
PH2953,C3401,P4011,410.2,2023-10-29
PH2954,C4654,P3930,906.85,2023-10-05
PH2955,C3536,P3005,888.44,2023-08-19
PH2956,C3529,P2050,815.86,2023-05-27
PH2957,C4124,P3980,253.39,2023-10-15
PH2958,C1095,P1222,391.08,2023-03-26
PH2959,C932,P3445,327.09,2023-04-12
PH2960,C4050,P3436,968.78,2023-03-16
PH2961,C4743,P1524,720.54,2023-06-12
PH2962,C1986,P1331,422.06,2023-02-05
PH2963,C3894,P990,678.33,2023-07-27
PH2964,C172,P846,958.9,2023-01-23
PH2965,C444,P4280,626.66,2023-09-22
PH2966,C170,P987,747.01,2023-01-16
PH2967,C2341,P3775,116.17,2023-08-14
PH2968,C3098,P2492,612.51,2023-12-16
PH2969,C2906,P1481,411.19,2023-09-30
PH2970,C803,P3963,279.24,2023-05-18
PH2971,C2869,P476,227.65,2023-08-26
PH2972,C1600,P2543,477.86,2023-12-29
PH2973,C3183,P3252,777.16,2023-11-14
PH2974,C885,P4123,19.54,2023-05-22
PH2975,C4316,P733,618.33,2023-12-05
PH2976,C4825,P3402,300.96,2023-02-25
PH2977,C1713,P2985,717.87,2023-10-12
PH2978,C4785,P3749,492.22,2023-07-07
PH2979,C4921,P2980,222.65,2023-07-17
PH2980,C3656,P1432,826.52,2023-09-28
PH2981,C258,P2082,956.63,2023-08-07
PH2982,C1978,P3054,410.32,2023-03-02
PH2983,C1601,P659,719.93,2023-10-06
PH2984,C2771,P415,935.82,2023-06-18
PH2985,C2305,P908,443.91,2023-07-21
PH2986,C1285,P3310,978.24,2023-03-07
PH2987,C458,P602,637.57,2023-09-22
PH2988,C2498,P1100,791.46,2023-04-06
PH2989,C616,P181,980.6,2023-06-01
PH2990,C1788,P1620,866.86,2023-04-03
PH2991,C1410,P3850,143.11,2023-02-21
PH2992,C991,P4147,816.91,2023-05-15
PH2993,C206,P1151,340.21,2023-03-02
PH2994,C3747,P2044,226.03,2023-11-08
PH2995,C3181,P2819,29.9,2023-09-05
PH2996,C3188,P632,138.89,2023-04-07
PH2997,C1196,P4871,214.88,2023-08-13
PH2998,C2325,P4611,69.37,2023-08-05
PH2999,C1887,P61,648.59,2023-11-17
PH3000,C1394,P3600,204.91,2023-08-03
PH3001,C2568,P3475,542.12,2023-10-24
PH3002,C1750,P4613,863.35,2023-03-12
PH3003,C3150,P738,438.32,2023-05-23
PH3004,C3675,P3532,602.92,2023-04-19
PH3005,C3821,P4886,910.98,2023-04-19
PH3006,C2822,P4469,212.92,2023-06-30
PH3007,C1661,P2601,765.42,2023-01-24
PH3008,C3517,P1028,647.18,2023-08-17
PH3009,C3834,P2278,859.64,2023-11-20
PH3010,C2063,P352,999.92,2023-03-07
PH3011,C933,P747,127.58,2023-02-21
PH3012,C1457,P3181,276.14,2023-11-24
PH3013,C3665,P2620,20.94,2023-07-12
PH3014,C1743,P1721,725.29,2023-09-27
PH3015,C4811,P3877,332.6,2023-10-06
PH3016,C2877,P4766,82.02,2023-03-18
PH3017,C550,P2794,196.71,2023-11-02
PH3018,C1388,P3194,160.41,2023-08-16
PH3019,C324,P1122,986.94,2023-08-07
PH3020,C3646,P1670,963.94,2023-07-14
PH3021,C2047,P2068,541.43,2023-02-12
PH3022,C3541,P3308,932.4,2023-09-08
PH3023,C2206,P3015,227.94,2023-03-20
PH3024,C4901,P3247,954.07,2023-11-18
PH3025,C919,P4391,621.88,2023-11-05
PH3026,C4553,P4968,772.21,2023-02-12
PH3027,C1956,P1625,731.9,2023-08-04
PH3028,C3040,P3041,409.6,2023-03-02
PH3029,C4963,P3336,956.61,2023-03-14
PH3030,C1100,P92,653.67,2023-04-24
PH3031,C4805,P2451,302.68,2023-11-18
PH3032,C3564,P3531,148.16,2023-06-10
PH3033,C4837,P2611,174.9,2023-06-05
PH3034,C4383,P2652,230.38,2023-05-22
PH3035,C579,P628,354.81,2023-04-07
PH3036,C2299,P4988,463.43,2023-02-24
PH3037,C4996,P3822,543.45,2023-09-07
PH3038,C450,P1536,143.57,2023-11-03
PH3039,C769,P2039,216.92,2023-09-08
PH3040,C2650,P1082,183.95,2023-02-25
PH3041,C2342,P2087,753.28,2023-07-30
PH3042,C715,P825,721.39,2023-07-09
PH3043,C1361,P2549,930.2,2023-06-27
PH3044,C482,P4869,543.71,2023-11-24
PH3045,C1800,P912,22.87,2023-09-24
PH3046,C4124,P4235,758.83,2023-08-11
PH3047,C992,P4426,214.59,2023-04-28
PH3048,C1800,P526,485.08,2023-04-19
PH3049,C1494,P2812,26.96,2023-12-28
PH3050,C469,P2951,753.91,2023-07-02
PH3051,C916,P1132,18.4,2023-04-15
PH3052,C914,P3625,92.25,2023-04-27
PH3053,C4516,P1736,981.57,2023-08-31
PH3054,C1576,P4341,529.71,2023-04-07
PH3055,C4892,P3747,671.74,2023-04-18
PH3056,C1060,P1247,486.24,2023-10-16
PH3057,C2148,P3972,462.86,2023-10-01
PH3058,C3218,P1521,779.48,2023-11-12
PH3059,C4592,P30,902.06,2023-05-15
PH3060,C1934,P4688,136.42,2023-10-12
PH3061,C3874,P605,615.88,2023-12-10
PH3062,C3509,P3015,294.57,2023-08-08
PH3063,C2316,P4827,306.35,2023-05-02
PH3064,C3425,P2920,592.44,2023-09-24
PH3065,C4085,P4334,876.85,2023-07-04
PH3066,C3385,P2372,326.0,2023-05-12
PH3067,C307,P2136,231.39,2023-12-12
PH3068,C2226,P1072,490.52,2023-06-13
PH3069,C1929,P3013,353.26,2023-11-06
PH3070,C2454,P647,42.9,2023-04-03
PH3071,C4492,P2727,917.79,2023-06-15
PH3072,C1588,P3473,630.75,2023-08-31
PH3073,C3581,P3532,552.31,2023-08-29
PH3074,C4262,P2570,729.56,2023-06-05
PH3075,C4585,P4819,132.76,2023-08-19
PH3076,C3889,P1330,653.29,2023-10-29
PH3077,C1150,P3667,268.34,2023-12-03
PH3078,C2967,P3006,321.37,2023-11-22
PH3079,C70,P988,160.84,2023-04-11
PH3080,C2854,P547,307.39,2023-04-18
PH3081,C3066,P2903,707.47,2023-09-07
PH3082,C2103,P2943,583.93,2023-02-28
PH3083,C3683,P410,733.68,2023-10-19
PH3084,C640,P2644,674.79,2023-10-21
PH3085,C814,P4435,944.78,2023-05-03
PH3086,C1506,P1140,380.88,2023-10-08
PH3087,C4509,P4118,415.61,2023-11-03
PH3088,C2259,P3328,722.41,2023-03-07
PH3089,C4325,P4733,658.85,2023-09-14
PH3090,C3766,P332,807.05,2023-10-22
PH3091,C4587,P2568,490.03,2023-11-08
PH3092,C276,P4028,751.2,2023-08-22
PH3093,C567,P4267,72.86,2023-10-10
PH3094,C1482,P3075,358.99,2023-03-24
PH3095,C3543,P4419,274.39,2023-09-26
PH3096,C3730,P29,184.49,2023-02-10
PH3097,C592,P3786,617.98,2023-09-13
PH3098,C2894,P1960,917.07,2023-03-03
PH3099,C4940,P3342,564.97,2023-12-02
PH3100,C4177,P257,941.44,2023-08-11
PH3101,C4253,P1396,751.91,2023-09-06
PH3102,C740,P1291,260.75,2023-10-19
PH3103,C4869,P3780,756.64,2023-01-22
PH3104,C2521,P4240,637.27,2023-04-03
PH3105,C60,P3860,364.94,2023-05-05
PH3106,C3790,P974,259.07,2023-02-24
PH3107,C2017,P4612,448.69,2023-03-25
PH3108,C1236,P827,14.89,2023-10-01
